AFG;No.1 Afghanestani Air Command
AFG;No.2 Afghanestani Air Command
AFG;No.3 Afghanestani Air Command
AFG;No.4 Afghanestani Air Command
AFG;No.5 Afghanestani Air Command
AFG;No.6 Afghanestani Air Command
AFG;No.7 Afghanestani Air Command
AFG;No.8 Afghanestani Air Command
AFG;No.9 Afghanestani Air Command
AFG;No.10 Afghanestani Air Command
AFG;No.11 Afghanestani Air Command
AFG;No.12 Afghanestani Air Command
AFG;No.13 Afghanestani Air Command
AFG;No.14 Afghanestani Air Command
AFG;No.16 Afghanestani Air Command
AFG;No.17 Afghanestani Air Command
AFG;No.19 Afghanestani Air Command
AFG;No.20 Afghanestani Air Command
ALB;I. Shqip Aviacion Ushtarak
ALB;II. Shqip Aviacion Ushtarak
ALB;III. Shqip Aviacion Ushtarak
ALB;IV. Shqip Aviacion Ushtarak
ALB;V. Shqip Aviacion Ushtarak
ALB;VI. Shqip Aviacion Ushtarak
ALB;VII. Shqip Aviacion Ushtarak
ALB;VIII. Shqip Aviacion Ushtarak
ALB;IX. Shqip Aviacion Ushtarak
ALB;X. Shqip Aviacion Ushtarak
ALB;XI. Shqip Aviacion Ushtarak
ALB;XII. Shqip Aviacion Ushtarak
ALB;XIII. Shqip Aviacion Ushtarak
ALB;XIV. Shqip Aviacion Ushtarak
ALB;XV. Shqip Aviacion Ushtarak
ALB;XVI. Shqip Aviacion Ushtarak
ALB;XVII. Shqip Aviacion Ushtarak
ALB;XVIII. Shqip Aviacion Ushtarak
ALB;XIX. Shqip Aviacion Ushtarak
ALB;XX. Shqip Aviacion Ushtarak
ALG;1ère Groupe de Al Jaza'ir
ALG;2e Groupe de Al Jaza'ir
ALG;3e Groupe de Al Jaza'ir
ALG;4e Groupe de Al Jaza'ir
ALG;5e Groupe de Al Jaza'ir
ALG;6e Groupe de Al Jaza'ir
ALG;7e Groupe de Al Jaza'ir
ALG;8e Groupe de Al Jaza'ir
ALG;9e Groupe de Al Jaza'ir
ALG;10e Groupe de Al Jaza'ir
ALG;11e Groupe de Al Jaza'ir
ALG;12e Groupe de Al Jaza'ir
ALG;13e Groupe de Al Jaza'ir
ALG;14e Groupe de Al Jaza'ir
ALG;15e Groupe de Al Jaza'ir
ALG;16e Groupe de Al Jaza'ir
ALG;17e Groupe de Al Jaza'ir
ALG;18e Groupe de Al Jaza'ir
ALG;19e Groupe de Al Jaza'ir
ALG;20e Groupe de Al Jaza'ir
ANG;I. Flotilla Avião do Angola
ANG;II. Flotilla Avião do Angola
ANG;III. Flotilla Avião do Angola
ANG;IV. Flotilla Avião do Angola
ANG;V. Flotilla Avião do Angola
ANG;VI. Flotilla Avião do Angola
ANG;VII. Flotilla Avião do Angola
ANG;VIII. Flotilla Avião do Angola
ANG;IX. Flotilla Avião do Angola
ANG;X. Flotilla Avião do Angola
ANG;XI. Flotilla Avião do Angola
ANG;XII. Flotilla Avião do Angola
ANG;XIII. Flotilla Avião do Angola
ANG;XIV. Flotilla Avião do Angola
ANG;XV. Flotilla Avião do Angola
ANG;XVI. Flotilla Avião do Angola
ANG;XVII. Flotilla Avião do Angola
ANG;XVIII. Flotilla Avião do Angola
ANG;XIX. Flotilla Avião do Angola
ANG;XX. Flotilla Avião do Angola
ARA;No.1 Arab Air Command
ARA;No.2 Arab Air Command
ARA;No.3 Arab Air Command
ARA;No.4 Arab Air Command
ARA;No.5 Arab Air Command
ARA;No.6 Arab Air Command
ARA;No.7 Arab Air Command
ARA;No.8 Arab Air Command
ARA;No.9 Arab Air Command
ARA;No.10 Arab Air Command
ARA;No.11 Arab Air Command
ARA;No.12 Arab Air Command
ARA;No.13 Arab Air Command
ARA;No.14 Arab Air Command
ARA;No.16 Arab Air Command
ARA;No.17 Arab Air Command
ARA;No.19 Arab Air Command
ARA;No.20 Arab Air Command
ARA;No.21 Arab Air Command
ARA;No.22 Arab Air Command
ARA;No.23 Arab Air Command
ARA;No.24 Arab Air Command
ARA;No.26 Arab Air Command
ARA;No.27 Arab Air Command
ARA;No.29 Arab Air Command
ARA;No.30 Arab Air Command
ARA;No.31 Arab Air Command
ARA;No.32 Arab Air Command
ARA;No.33 Arab Air Command
ARA;No.34 Arab Air Command
ARA;No.36 Arab Air Command
ARA;No.37 Arab Air Command
ARA;No.39 Arab Air Command
ARA;No.40 Arab Air Command
ARG;I Flotilla Aérea
ARG;II Flotilla Aérea
ARG;III Flotilla Aérea
ARG;IV Flotilla Aérea
ARG;V Flotilla Aérea
ARG;VI Flotilla Aérea
ARG;VII Flotilla Aérea
ARG;VIII Flotilla Aérea
ARG;IX Flotilla Aérea
ARG;X Flotilla Aérea
ARG;XI Flotilla Aérea
ARG;XII Flotilla Aérea
ARG;XIII Flotilla Aérea
ARG;XIV Flotilla Aérea
ARG;XV Flotilla Aérea
ARG;XXI Flotilla Aérea
ARG;XXII Flotilla Aérea
ARG;XXIII Flotilla Aérea
ARG;XXIV Flotilla Aérea
ARG;XXV Flotilla Aérea
ARG;XXX Flotilla Aérea
ARG;XXXIII Flotilla Aérea
ARG;XVI Flotilla Aérea
ARG;XVII Flotilla Aérea
ARG;XVIII Flotilla Aérea
ARG;XIX Flotilla Aérea
ARG;XX Flotilla Aérea
ARG;XXI Flotilla Aérea
ARG;XXII Flotilla Aérea
ARG;XXIII Flotilla Aérea
ARG;XXIV Flotilla Aérea
ARG;XXV Flot1illa Aérea
ARG;XXVI Flotilla Aérea
ARG;XXVII Flotilla Aérea
ARG;XXVIII Flotilla Aérea
ARG;XXIX Flotilla Aérea
ARG;XXX Flotilla Aérea
ARG;XXXI Flotilla Aérea
ARG;XXXII Flotilla Aérea
ARG;XXXIII Flotilla Aérea
ARG;XXXIV Flotilla Aérea
ARG;XXXV Flotilla Aérea
ARG;XXXVI Flotilla Aérea
ARG;XXXVII Flotilla Aérea
ARG;XXXVIII Flotilla Aérea
ARG;XXXIX Flotilla Aérea
ARG;XL Flotilla Aérea
ARM;1. Hayastani Aviatsionnyi Korpus
ARM;2. Hayastani Aviatsionnyi Korpus
ARM;3. Hayastani Aviatsionnyi Korpus
ARM;4. Hayastani Aviatsionnyi Korpus
ARM;5. Hayastani Aviatsionnyi Korpus
ARM;6. Hayastani Aviatsionnyi Korpus
ARM;7. Hayastani Aviatsionnyi Korpus
ARM;8. Hayastani Aviatsionnyi Korpus
ARM;10. Hayastani Aviatsionnyi Korpus
ARM;11. Hayastani Aviatsionnyi Korpus
ARM;12. Hayastani Aviatsionnyi Korpus
ARM;13. Hayastani Aviatsionnyi Korpus
ARM;14. Hayastani Aviatsionnyi Korpus
ARM;15. Hayastani Aviatsionnyi Korpus
ARM;16. Hayastani Aviatsionnyi Korpus
ARM;17. Hayastani Aviatsionnyi Korpus
ARM;18. Hayastani Aviatsionnyi Korpus
ARM;19. Hayastani Aviatsionnyi Korpus
ARM;20. Hayastani Aviatsionnyi Korpus
AST;No.1 RAAF Air Command
AST;No.2 RAAF Air Command
AST;No.3 RAAF Air Command
AST;No.4 RAAF Air Command
AST;No.5 RAAF Air Command
AST;No.6 RAAF Air Command
AST;No.7 RAAF Air Command
AST;No.8 RAAF Air Command
AST;No.9 RAAF Air Command
AST;No.10 RAAF Air Command
AST;No.11 RAAF Air Command
AST;No.12 RAAF Air Command
AST;No.13 RAAF Air Command
AST;No.14 RAAF Air Command
AST;No.16 RAAF Air Command
AST;No.17 RAAF Air Command
AST;No.19 RAAF Air Command
AST;No.20 RAAF Air Command
AST;No.21 RAAF Air Command
AST;No.22 RAAF Air Command
AST;No.23 RAAF Air Command
AST;No.24 RAAF Air Command
AST;No.25 RAAF Air Command
AST;No.26 RAAF Air Command
AST;No.27 RAAF Air Command
AST;No.31 RAAF Air Command
AST;No.32 RAAF Air Command
AST;No.33 RAAF Air Command
AST;No.34 RAAF Air Command
AST;No.35 RAAF Air Command
AST;No.37 RAAF Air Command
AST;No.38 RAAF Air Command
AST;No.39 RAAF Air Command
AST;No.40 RAAF Air Command
AST;No.41 RAAF Air Command
AST;No.42 RAAF Air Command
AST;No.43 RAAF Air Command
AST;No.45 RAAF Air Command
AST;No.46 RAAF Air Command
AST;No.47 RAAF Air Command
AST;No.48 RAAF Air Command
AST;No.49 RAAF Air Command
AST;No.50 RAAF Air Command
AUS;I. Fliegerkorps
AUS;II. Fliegerkorps
AUS;III. Fliegerkorps
AUS;IV. Fliegerkorps
AUS;V. Fliegerkorps
AUS;VI. Fliegerkorps
AUS;VII. Fliegerkorps
AUS;VIII. Fliegerkorps
AUS;IX. Fliegerkorps
AUS;X. Fliegerkorps
AUS;XI. Fliegerkorps
AUS;XII. Fliegerkorps
AUS;XIII. Fliegerkorps
AUS;XIV. Fliegerkorps
AUS;XV. Fliegerkorps
AUS;XXI. Fliegerkorps
AUS;XXII. Fliegerkorps
AUS;XXIII. Fliegerkorps
AUS;XXIV. Fliegerkorps
AUS;XXV. Fliegerkorps
AUS;XXX. Fliegerkorps
AZB;1. Azarbaycan Aviatsionnyi Korpus
AZB;2. Azarbaycan Aviatsionnyi Korpus
AZB;3. Azarbaycan Aviatsionnyi Korpus
