Id;Name;Area;Region;Continent;Climate;Terrain;SizeModifier;AirCapacity;Infrastructure;City;Beaches;Port Allowed;Port Seazone;IC;Manpower;Oil;Metal;Energy;Rare Materials;City XPos;City YPos;Army XPos;Army YPos;Port XPos;Port YPos;Beach XPos;Beach YPos;Beach Icon;Fort XPos;Fort YPos;AA XPos;AA YPos;Counter x;Counter Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Fill coord X;Fill coord Y;;;;;;
0;PROV0;-;;-;-;Clear;;;100;;0;0;0;;;;;;;14976;5760;14976;5760;14976;5760;14976;5760;0;;;;;;;;;;;;;;;;;-1;-1;-1;-1;;;;
1;PROV1;Iceland;Iceland;Europe;Temperate;Clear;;;60;;1;1;2374;0;0;0;0;0;0;13120;690;13250;719;13128;759;13229;852;7;13188;789;13215;650;;;;;;;;;;;;;13188;716;-1;-1;;;;
2;PROV2;Iceland;Iceland;Europe;Temperate;Clear;;;60;;0;1;2375;0;0;0;0;0;0;13428;679;13364;775;13413;583;13490;694;4;13388;629;13473;654;;;;;;;;;;;;;13368;648;-1;-1;;;;
3;PROV3;North Scotland;Scotland;Europe;Temperate;Clear;;;80;;0;1;2403;0;0;0;0;0;0;14211;1496;14275;1403;14239;1437;14262;1411;0;14241;1463;14201;1534;14267;1420;;;;;;;;;;;14256;1420;14208;1491;14196;1535;-1;-1
4;PROV4;Suez Channel Area;Egypt;Asia;Arid;Desert;;;20;;0;1;2453;0;0;0;0;0;0;17445;4761;17350;4775;17467;4713;17475;4749;0;17430;4718;17360;4776;;;;;;;;;;;;;17404;4736;-1;-1;;;;
5;PROV5;North Scotland;Scotland;Europe;Temperate;Clear;;;80;;0;1;2402;0;0;0;0;0;0;14385;1467;14387;1426;14458;1396;14436;1393;0;14426;1385;14372;1437;;;;;;;;;;;;;14376;1440;14450;1406;14426;1384;-1;-1
6;PROV6;North Scotland;Scotland;Europe;Temperate;Mountain;;;80;;0;1;2471;0;0;0;0;0;0;14311;1475;14272;1565;14369;1527;14258;1584;0;14346;1565;14311;1515;14295;1550;;;;;;;;;;;14308;1548;-1;-1;;;;
7;PROV7;North Scotland;Scotland;Europe;Temperate;Hills;;;80;;0;1;2398;2;1;0;1;2;0;14397;1631;14423;1576;14490;1636;14488;1595;0;14457;1651;14407;1691;14436;1595;;;;;;;;;;;14424;1612;-1;-1;;;;
8;PROV8;South Scotland;Scotland;Europe;Temperate;Hills;;;80;;0;1;2398;2;0;0;0;1;0;14278;1687;14325;1653;14435;1753;14226;1654;0;14406;1743;14242;1642;14315;1698;;;;;;;;;;;14304;1676;-1;-1;;;;
9;PROV9;South Scotland;Scotland;Europe;Temperate;Hills;;;100;;1;1;2398;6;2;0;3;6;2;14320;1894;14327;1767;14381;1768;14290;1900;0;14272;1777;14345;1770;;;;;;;;;;;;;14332;1784;-1;-1;;;;
10;PROV10;South Scotland;Scotland;Europe;Temperate;Hills;;;100;;1;1;2398;2;1;0;19;54;0;14432;1806;14391;1824;14510;1836;14477;1798;4;14458;1799;14477;1846;14400;1830;;;;;;;;;;;14436;1820;-1;-1;;;;
11;PROV11;North England;England;Europe;Temperate;Hills;;;100;;1;1;2397;7;3;0;3;263;1;14473;1890;14579;1972;14553;1882;14547;1906;5;14519;1897;14584;1989;14510;1920;;;;;;;;;;;14500;1908;-1;-1;;;;
12;PROV12;North England;England;Europe;Temperate;Hills;;;100;;1;1;2406;3;4;0;23;8;2;14485;1958;14436;1912;14378;1937;14400;1973;0;14415;1963;14524;2008;14419;1930;;;;;;;;;;;14432;1948;-1;-1;;;;
13;PROV13;North England;England;Europe;Temperate;Clear;;;100;;1;1;2396;8;2;0;20;55;1;14579;2040;14582;2142;14665;2061;14677;2100;5;14629;2055;14622;2025;;;;;;;;;;;;;14568;2064;-1;-1;;;;
14;PROV14;North England;England;Europe;Temperate;Clear;;;100;;1;1;2406;14;7;0;7;65;4;14461;2128;14476;2055;14424;2017;14412;2044;1;14431;2085;14491;2120;;;;;;;;;;;;;14452;2072;-1;-1;;;;
15;PROV15;West England;England;Europe;Temperate;Hills;;;100;;0;1;2406;5;2;0;3;108;2;14359;2141;14416;2266;14334;2093;14330;2167;0;14326;2266;14396;2111;;;;;;;;;;;;;14380;2188;-1;-1
16;PROV16;West England;England;Europe;Temperate;Urban;;;100;;0;0;0;12;6;0;6;12;3;14554;2242;14526;2177;14514;2200;14514;2200;0;14489;2180;14477;2226;;;;;;;;;;;;;14500;2200;-1;-1
17;PROV17;East England;England;Europe;Temperate;Clear;;;100;;1;1;2395;5;3;0;4;7;2;14662;2175;14744;2233;14797;2210;14739;2124;4;14744;2154;14699;2164;;;;;;;;;;;;;14688;2176;-1;-1
18;PROV18;Pas de Calais;France;Europe;Temperate;Clear;;;100;;1;1;2412;0;0;0;0;0;0;14897;2500;14859;2430;14825;2445;14830;2476;0;14888;2457;14845;2485;;;;;;;;;;;;;14860;2468;-1;-1
19;PROV19;East England;England;Europe;Temperate;Urban;;;100;;0;0;0;14;11;0;11;22;6;14663;2245;14613;2245;14633;2265;14633;2265;0;14593;2275;14683;2272;;;;;;;;;;;;;14620;2256;-1;-1
20;PROV20;East England;England;Europe;Temperate;Clear;;;100;;1;1;2395;4;4;0;4;7;2;14653;2321;14704;2306;14794;2294;14761;2346;6;14763;2311;14678;2368;;;;;;;;;;;;;14668;2324;-1;-1
21;PROV21;East England;England;Europe;Temperate;Clear;;;100;;1;1;2412;4;1;0;1;3;0;14496;2405;14601;2367;14532;2408;14502;2423;7;14566;2377;14557;2338;;;;;;;;;;;;;14560;2344;-1;-1
22;PROV22;West England;England;Europe;Temperate;Clear;;;100;;1;1;2410;4;2;0;2;4;0;14536;2285;14498;2284;14459;2319;14443;2337;10;14459;2347;14509;2340;;;;;;;;;;;;;14496;2288;-1;-1
23;PROV23;West England;England;Europe;Temperate;Clear;;;100;;1;1;2413;3;1;0;4;2;0;14410;2360;14347;2366;14344;2456;14279;2468;7;14280;2447;14380;2427;14335;2385;;;;;;;;;;;14364;2368;-1;-1
24;PROV24;Eire;Ireland;Europe;Temperate;Hills;;;100;;1;1;2408;4;1;0;0;8;0;14098;2176;13947;2222;13896;2205;14088;2251;7;14078;2221;14048;2181;13940;2203;;;;;;;;;;;14052;2184;-1;-1
25;PROV25;Eire;Ireland;Europe;Temperate;Clear;;;100;;0;1;2407;0;0;0;0;0;0;13990;2146;13991;2063;13924;2125;13995;2106;0;13955;2056;14045;2121;13980;2075;;;;;;;;;;;13988;2096;-1;-1
26;PROV26;Eire;Ireland;Europe;Temperate;Clear;;;100;;0;1;2407;0;0;0;3;0;3;14057;2038;13962;1968;13919;2001;13964;1954;0;13957;2013;14067;2003;;;;;;;;;;;;;13992;1980;-1;-1
27;PROV27;Eire;Ireland;Europe;Temperate;Hills;;;100;;1;1;2405;0;0;0;2;0;0;14101;1869;14061;1856;14133;1831;14024;1908;10;14091;1899;14049;1879;;;;;;;;;;;;;14056;1876;-1;-1
28;PROV28;North Ireland;Ireland;Europe;Temperate;Hills;;;100;;1;1;2405;4;1;0;1;6;0;14167;1929;14176;1869;14215;1890;14239;1941;6;14226;1921;14191;1944;;;;;;;;;;;;;14176;1908;-1;-1
29;PROV29;North Ireland;Ireland;Europe;Temperate;Hills;;;100;;0;1;2406;1;0;0;2;1;0;14104;1980;14119;1935;14206;1988;14187;1992;0;14137;1985;14074;1960;;;;;;;;;;;;;14108;1956;-1;-1
30;PROV30;Eire;Ireland;Europe;Temperate;Hills;;;100;;0;1;2406;6;3;0;9;14;2;14170;2090;14113;2107;14208;2108;14186;2077;3;14188;2137;14148;2027;;;;;;;;;;;;;14132;2092;-1;-1
31;PROV31;Sicilian Gap;Italy;Europe;Mediterranean;Clear;;;80;;1;1;2442;0;0;0;0;0;0;15879;4320;15866;4302;15909;4343;15879;4334;14;15862;4318;15874;4326;;;;;;;;;;;;;15864;4304;-1;-1
32;PROV32;Brittany;France;Europe;Temperate;Clear;;;100;;1;1;2414;0;1;0;0;0;0;14340;2694;14355;2627;14273;2678;14284;2618;2;14320;2625;14315;2669;;;;;;;;;;;;;14333;2660;-1;-1
33;PROV33;Brittany;France;Europe;Temperate;Clear;;;100;;1;1;2413;4;2;0;2;4;1;14550;2695;14437;2626;14480;2622;14503;2639;4;14543;2663;14468;2683;;;;;;;;;;;;;14469;2662;-1;-1
34;PROV34;Brittany;France;Europe;Temperate;Clear;;;100;;1;1;2415;0;1;0;0;0;0;14432;2764;14398;2704;14384;2768;14416;2779;0;14463;2719;14463;2759;;;;;;;;;;;;;14415;2731;-1;-1
35;PROV35;Brittany;France;Europe;Mediterranean;Clear;;;100;;1;1;2415;4;2;0;2;4;1;14547;2832;14503;2786;14469;2840;14456;2816;0;14483;2832;14573;2821;;;;;;;;;;;;;14493;2816;-1;-1
36;PROV36;Brittany;France;Europe;Temperate;Clear;;;100;;0;0;0;0;1;0;0;0;0;14566;2778;14604;2801;14586;2768;14586;2768;0;14636;2756;14586;2733;;;;;;;;;;;;;14576;2740;-1;-1
37;PROV37;Normandy;France;Europe;Temperate;Clear;;;100;;0;1;2413;0;1;0;0;0;0;14623;2638;14595;2690;14573;2627;14608;2650;0;14588;2602;14638;2665;14608;2675;;;;;;;;;;;14600;2648;-1;-1
38;PROV38;Normandy;France;Europe;Temperate;Clear;;;100;;0;1;2412;0;1;0;0;0;0;14578;2580;14578;2525;14622;2534;14608;2540;0;14616;2554;14603;2571;;;;;;;;;;;;;14572;2544;-1;-1
39;PROV39;Normandy;France;Europe;Temperate;Clear;;;100;;1;1;2412;2;1;0;1;2;0;14633;2606;14693;2596;14634;2578;14656;2592;4;14714;2613;14615;2595;;;;;;;;;;;;;14640;2596;-1;-1
40;PROV40;Normandy;France;Europe;Temperate;Clear;;;100;;0;0;0;0;1;0;0;0;0;14747;2667;14666;2687;14717;2650;14717;2650;0;14766;2617;14732;2632;;;;;;;;;;;;;14692;2648;-1;-1
41;PROV41;Normandy;France;Europe;Temperate;Clear;;;100;;1;1;2412;2;1;0;1;2;0;14742;2587;14806;2600;14741;2533;14719;2553;9;14757;2557;14728;2571;;;;;;;;;;;;;14748;2564;-1;-1
