U93;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
;Replacements;;;;;;;x
900300;Head of State;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
900301;Head of Government;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
900302;Foreign Minister;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
900303;Minister of Armament;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
900304;Minister of Security;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
900305;Head of Military Intelligence;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
900306;Chief of Staff;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
900307;Chief of Army;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
900308;Chief of Navy;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
900309;Chief of Air Force;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
900310;Head of State;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
900311;Head of Government;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
900312;Foreign Minister;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
900313;Minister of Armament;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
900314;Minister of Security;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
900315;Head of Military Intelligence;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
900316;Chief of Staff;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
900317;Chief of Army;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
900318;Chief of Navy;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
900319;Chief of Air Force;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
900320;Head of State;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
900321;Head of Government;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
900322;Foreign Minister;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
900323;Minister of Armament;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
900324;Minister of Security;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
900325;Head of Military Intelligence;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
900326;Chief of Staff;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
900327;Chief of Army;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
900328;Chief of Navy;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
900329;Chief of Air Force;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
