U76;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
;Replacements;;;;;;;x
700600;Head of State;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700601;Head of Government;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700602;Foreign Minister;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700603;Minister of Armament;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700604;Minister of Security;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700605;Head of Military Intelligence;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700606;Chief of Staff;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700607;Chief of Army;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700608;Chief of Navy;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700609;Chief of Air Force;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700610;Head of State;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700611;Head of Government;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700612;Foreign Minister;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700613;Minister of Armament;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700614;Minister of Security;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700615;Head of Military Intelligence;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700616;Chief of Staff;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700617;Chief of Army;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700618;Chief of Navy;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700619;Chief of Air Force;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700620;Head of State;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700621;Head of Government;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700622;Foreign Minister;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700623;Minister of Armament;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700624;Minister of Security;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700625;Head of Military Intelligence;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700626;Chief of Staff;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700627;Chief of Army;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700628;Chief of Navy;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700629;Chief of Air Force;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
