U78;Ruling Cabinet - Start;Name;Pool;Ideology;Personality;Loyalty;Picturename;x
;Replacements;;;;;;;x
700800;Head of State;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700801;Head of Government;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700802;Foreign Minister;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700803;Minister of Armament;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700804;Minister of Security;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700805;Head of Military Intelligence;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700806;Chief of Staff;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700807;Chief of Army;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700808;Chief of Navy;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700809;Chief of Air Force;Blue Shadow;36;ML;Undistinguished Suit;Very High;unknown;x
700810;Head of State;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700811;Head of Government;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700812;Foreign Minister;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700813;Minister of Armament;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700814;Minister of Security;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700815;Head of Military Intelligence;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700816;Chief of Staff;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700817;Chief of Army;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700818;Chief of Navy;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700819;Chief of Air Force;Black Shadow;36;FA;Undistinguished Suit;Very High;unknown;x
700820;Head of State;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700821;Head of Government;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700822;Foreign Minister;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700823;Minister of Armament;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700824;Minister of Security;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700825;Head of Military Intelligence;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700826;Chief of Staff;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700827;Chief of Army;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700828;Chief of Navy;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
700829;Chief of Air Force;Red Shadow;36;LE;Undistinguished Suit;Very High;unknown;x
