2608;Total Provinces;ID;ENG;Region
Latitude;Longitude;;ENG;Region
0;0;PROV0;(Embarked);
63.15248611;-21.05238056;PROV1;Reykjavik;Iceland
65.099644;-15.525925;PROV2;Höfn;Iceland
58.21600000;-6.38593056;PROV3;Stornoway;Scotland
29.983400;32.524500;As Suwayz;Egypt
58.98036944;-2.95631389;PROV5;Scapa Flow;Scotland
57.47669444;-4.23145278;PROV6;Inverness;Scotland
57.14749167;-2.09539167;PROV7;Aberdeen;Scotland
55.06900000;-3.60778056;PROV8;Dumfries;Scotland
55.86562778;-4.25722222;PROV9;Glasgow;Scotland
55.95017500;-3.18753611;PROV10;Edinburgh;Scotland
54.90445000;-1.38145278;PROV11;Sunderland;England
54.89512222;-2.93356667;PROV12;Carlisle;England
53.38305556;-1.46479444;PROV13;Sheffield;England
53.48071111;-2.23437500;PROV14;Manchester;England
51.48130833;-3.18049722;PROV15;Cardiff;England
52.48296111;-1.89359167;PROV16;Birmingham;England
52.62810000;1.29935000;PROV17;Norwich;England
50.95802778;1.85241389;PROV18;Calais;France
51.50015278;-0.12623611;PROV19;London;England
51.12970556;1.31113611;PROV20;Dover;England
50.79891389;-1.09116389;PROV21;Portsmouth;England
51.45531389;-2.59190278;PROV22;Bristol;England
50.03426944;-4.13431944;PROV23;Plymouth;England
51.89710556;-8.47046944;PROV24;Cork;Ireland
53.273797;-9.051780;PROV25;Galway;Ireland
54.270607;-8.471528;PROV26;Sligo;Ireland
54.97191111;-7.86348611;PROV27;Leifear;Ireland
54.59726944;-5.93010833;PROV28;Belfast;Ireland
54.420710;-6.443767;PROV29;Portadown;Ireland
53.00243611;-6.10082778;PROV30;Dublin;Ireland
35.90034722;14.44233611;PROV31;Malta;Italy
48.39060278;-4.48690000;PROV32;Brest;France
48.11176111;-1.68026389;PROV33;Rennes;France
47.75060833;-3.36726389;PROV34;Lorient;France
47.216842;-1.556744;PROV35;Nantes;France
47.13336111;-0.03518333;PROV36;Angers;France
47.96991389;-0.18697778;PROV37;Avranches;France
49.63866944;-1.61424167;PROV38;Cherbourg;France
49.18466667;-0.36026944;PROV39;Caen;France
48.742046;-0.025328;PROV40;Argentan;France
49.49259167;0.10650278;PROV41;Le Havre;France
49.08582500;1.08509167;PROV42;Dieppe;France
51.03429167;2.37681944;PROV43;Dunkerque;France
50.63718333;3.06301667;PROV44;Lille;France
51.053562;3.720867;PROV45;Ghent;Benelux
52.92268889;4.47078611;PROV46;Rotterdam;Benelux
52.37380000;4.89093611;PROV47;Amsterdam;Benelux
52.091262;5.122748;PROV48;Utrecht;Benelux
51.43659722;5.47800000;PROV49;Eindhoven;Benelux
51.22058056;4.39972222;PROV50;Antwerpen;Benelux
50.84628056;4.35472778;PROV51;Brussel;Benelux
50.45333333;3.94873611;PROV52;Mons;Benelux
50.357722;3.523271;PROV53;Valenciennes;France
49.89391667;2.29424444;PROV54;Amiens;France
49.415770;2.822480;PROV55;Compiègne;France
48.85666667;2.35098611;PROV56;Paris;France
47.90138611;1.90397500;PROV57;Orleans;France
48.00771667;0.19857778;PROV58;Le Mans;France
47.057947;-0.879121;PROV59;Cholet;France
48.79535833;2.20143056;PROV60;Tours;France
47.08289167;2.39657778;PROV61;Bourges;France
47.79829167;3.57440278;PROV62;Auxerre;France
48.29746944;4.07480000;PROV63;Troyes;France
49.25660278;4.03309167;PROV64;Reims;France
50.46407500;4.86043056;PROV65;Namur;Benelux
50.77546667;6.08147778;PROV66;Aachen;Germany
51.45793611;7.01482778;PROV67;Essen;Germany
50.64064167;5.57206111;PROV68;Liege;Benelux
50.63054722;6.03194722;PROV69;Eupen;Benelux
49.68435833;5.81682222;PROV70;Arlon;Benelux
49.81527222;6.12958333;PROV71;Letzebuerg;Benelux
49.11612778;6.17269722;PROV72;Metz;France
