Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
Anderson;573000;CSA;1930;1930;1990;1990;2;6;513;1;0;5;0;L573000;1930;1943;x
Atkinson;573001;CSA;1940;1944;1990;1990;2;7;256;1;0;5;0;L573001;1940;1960;x
Austin;573002;CSA;1941;1943;1990;1990;2;6;128;1;0;5;0;M573042;1941;1960;x
Baker;573003;CSA;1942;1990;1990;1990;3;4;0;0;0;5;0;L573003;1942;1960;x
Barber;573004;CSA;1943;1990;1990;1990;3;5;128;0;0;5;0;L573004;1943;1960;x
Barry;573005;CSA;1940;1943;1990;1990;2;5;2;1;0;5;0;L573005;1940;1960;x
Black;573006;CSA;1942;1990;1990;1990;3;4;1;0;0;5;0;L573006;1942;1960;x
Bradley;573007;CSA;1942;1990;1990;1990;3;4;128;0;0;5;0;L573007;1942;1960;x
Breidster;573008;CSA;1930;1940;1944;1990;1;7;5;2;0;5;0;L573008;1930;1960;x
Browning;573009;CSA;1938;1942;1990;1990;2;5;64;1;0;5;0;L573009;1938;1960;x
Brownley;573010;CSA;1930;1990;1990;1990;3;3;0;0;0;5;0;L573010;1930;1944;x
Carlson;573011;CSA;1943;1990;1990;1990;3;5;256;0;0;5;0;L573011;1943;1960;x
Coutts;573012;CSA;1940;1943;1990;1990;2;6;256;1;0;5;0;L573012;1940;1960;x
Deas;573013;CSA;1943;1990;1990;1990;3;4;1;0;0;5;0;L573013;1943;1960;x
Deauville;573014;CSA;1941;1990;1990;1990;3;4;0;0;0;5;0;L573014;1941;1960;x
Denhardt;573015;CSA;1930;1930;1990;1990;2;5;2;1;0;5;0;L573015;1930;1960;x
DeWeese;573016;CSA;1930;1938;1990;1990;2;4;0;1;0;5;0;L573016;1930;1960;x
Ellis;573017;CSA;1930;1990;1990;1990;3;4;514;1;0;5;0;L573017;1930;1942;x
Elmore;573018;CSA;1938;1942;1990;1990;2;5;2;1;0;5;0;L573018;1938;1960;x
Fleming;573019;CSA;1938;1990;1990;1990;3;4;0;0;0;5;0;L573019;1938;1960;x
Graves;573020;CSA;1930;1930;1930;1990;1;5;0;1;0;5;0;M573007;1930;1960;x
Haldeman;573021;CSA;1930;1930;1930;1990;1;8;514;1;0;5;0;L573021;1930;1942;x
Hamilton;573022;CSA;1942;1990;1990;1990;3;6;128;0;0;5;0;L573022;1942;1960;x
Hoffman;573023;CSA;1930;1990;1990;1990;3;3;0;0;0;5;0;L573023;1930;1960;x
Hutchison;573024;CSA;1930;1940;1990;1990;2;6;4;1;0;5;0;L573024;1930;1960;x
Jarman;573025;CSA;1939;1939;1990;1990;2;3;0;0;0;5;0;L573025;1939;1960;x
Jones;573026;CSA;1930;1990;1990;1990;3;5;0;0;0;5;0;L573026;1930;1960;x
Jouett;573027;CSA;1930;1930;1930;1990;1;6;515;1;0;5;0;M573008;1930;1943;x
Kehoe;573028;CSA;1938;1990;1990;1990;3;3;0;0;0;5;0;L573028;1938;1960;x
Knox;573029;CSA;1930;1930;1930;1990;1;5;514;1;0;5;0;L573029;1930;1942;x
Lee;573030;CSA;1930;1930;1990;1990;2;5;32;0;0;5;0;L573030;1930;1960;x
Lindsey;573031;CSA;1939;1990;1990;1990;3;5;16;0;0;5;0;L573031;1939;1960;x
Lloyd;573032;CSA;1938;1942;1990;1990;2;6;4;1;0;5;0;L573032;1938;1960;x
May;573033;CSA;1939;1943;1990;1990;2;4;0;1;0;5;0;L573033;1939;1960;x
McAllister;573034;CSA;1938;1990;1990;1990;3;4;1;0;0;5;0;L573034;1938;1960;x
McClain;573035;CSA;1930;1939;1990;1990;2;5;32;1;0;5;0;L573035;1930;1960;x
McMurphy;573036;CSA;1930;1930;1990;1990;2;6;514;1;0;5;0;L573036;1930;1941;x
Morris;573037;CSA;1930;1930;1990;1990;2;3;514;1;0;5;0;L573037;1930;1945;x
Murray;573038;CSA;1930;1940;1942;1990;1;6;64;2;0;5;0;M573041;1930;1960;x
Pattison;573039;CSA;1930;1990;1990;1990;3;4;1;0;0;5;0;L573039;1930;1946;x
Polin;573040;CSA;1930;1939;1941;1990;1;4;4;2;0;5;0;M573043;1930;1960;x
Rexroad;573041;CSA;1930;1990;1990;1990;3;4;2;0;0;5;0;L573041;1930;1960;x
Rivers;573042;CSA;1930;1990;1990;1990;3;6;16;0;0;5;0;L573042;1930;1944;x
Sanderson;573043;CSA;1940;1990;1990;1990;3;4;1;0;0;5;0;L573043;1940;1960;x
Schuler;573044;CSA;1941;1990;1990;1990;3;6;4;0;0;5;0;L573044;1941;1960;x
Van Holt Nash;573045;CSA;1930;1930;1930;1990;1;3;513;2;0;5;0;L573045;1930;1941;x
Wark G.;573046;CSA;1930;1930;1930;1930;0;5;1;1;0;5;0;L573046;1930;1960;x
Wark H.;573047;CSA;1930;1930;1990;1990;2;4;1;0;0;5;0;L573047;1930;1943;x
Wilder;573048;CSA;1930;1990;1990;1990;3;2;0;0;0;5;0;L573048;1930;1945;x
Williams;573049;CSA;1938;1941;1943;1990;1;6;128;2;0;5;0;M573045;1938;1960;x
Bourne;573050;CSA;1930;1930;1990;1990;2;5;1536;1;0;5;1;M573009;1930;1960;x
Bullard;573051;CSA;1941;1990;1990;1990;3;4;1024;0;0;5;1;L573051;1941;1960;x
Burnside;573052;CSA;1941;1990;1990;1990;3;4;2048;0;0;5;1;L573052;1941;1960;x
Eisert;573053;CSA;1930;1930;1940;1990;1;5;4096;1;0;5;1;M573046;1930;1960;x
Holgreve;573054;CSA;1942;1990;1990;1990;3;4;0;0;0;5;1;L573054;1942;1960;x
Powers;573055;CSA;1930;1939;1941;1990;1;6;8192;2;0;5;1;M573048;1930;1960;x
Spinks;573056;CSA;1938;1942;1990;1990;2;5;4096;1;0;5;1;L573056;1938;1960;x
Stoddard;573057;CSA;1938;1942;1990;1990;2;6;8192;1;0;5;1;L573057;1938;1960;x
Thomas;573058;CSA;1940;1990;1990;1990;3;3;0;0;0;5;1;L573058;1940;1960;x
Ardery;573059;CSA;1937;1941;1943;1990;1;6;32768;2;0;5;2;M573049;1937;1960;x
Axtell;573060;CSA;1943;1990;1990;1990;3;5;8192;0;0;5;2;L573060;1943;1960;x
Bahling;573061;CSA;1943;1990;1990;1990;3;5;0;0;0;5;2;L573061;1943;1960;x
Balskus;573062;CSA;1943;1990;1990;1990;3;4;65536;0;0;5;2;L573062;1943;1960;x
Bredister;573063;CSA;1930;1990;1990;1990;3;4;0;0;0;5;2;L573063;1930;1960;x
Ellis;573064;CSA;1930;1990;1990;1990;3;4;512;1;0;5;2;L573017;1930;1942;x
Faulkenberry;573065;CSA;1939;1942;1990;1990;2;5;4096;1;0;5;2;M573051;1939;1960;x
Hawkins;573066;CSA;1941;1990;1990;1990;3;4;0;0;0;5;2;L573066;1941;1960;x
Jellen;573067;CSA;1940;1990;1990;1990;3;4;4096;0;0;5;2;L573067;1940;1960;x
McAllister;573068;CSA;1930;1930;1990;1990;2;4;0;0;0;5;2;L573068;1930;1960;x
Moore;573069;CSA;1941;1990;1990;1990;3;4;0;0;0;5;2;L573069;1941;1960;x
O'Sullivan;573070;CSA;1939;1990;1990;1990;3;5;4096;0;0;5;2;L573070;1939;1960;x
Thomas;573071;CSA;1940;1990;1990;1990;3;4;131072;0;0;5;2;L573058;1940;1960;x
Vuchterle;573072;CSA;1930;1990;1990;1990;3;5;16384;0;0;5;2;L573072;1930;1960;x
Walker;573073;CSA;1930;1930;1939;1990;1;6;16384;1;0;5;2;M573010;1930;1943;x
